ordre,section,flag,type,code_IND,libelle
716,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060302,TAX to be reinstated
717,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060303,Pre Tax income restatement for minority calculation
718,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060304,Flat minority rate
719,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060305,Minority to be reinstated
720,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060306,TAX to be restated
721,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060307,Average rate
722,POST-P&L (ETP/KPI/Of which),0,node,IND_291000000,Tax and net income attributable to minority interests
723,POST-P&L (ETP/KPI/Of which),0,node,IND_290000000,Of which P&L (Do not use)
724,POST-P&L (ETP/KPI/Of which),0,node,IND_200000000,Of which
725,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_020001,Equity
726,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_060046,Non IT Investments
727,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_060068,IT invest. Hardware (variation for Actual RE)
728,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_060069,IT invest. Software (variation for Actual RE)
729,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_100001,IS
730,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_100002,Technical account (stock)
731,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_100003,Interco
732,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_100053,Absent Unpaid - FDP
733,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_100054,Absent Unpaid - MOY
734,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_100082,of which Residents Ile de France (for driver Advisory) - FDP
735,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_100089,Capitalized contractors costs (Capex IT)
